0.0152 0.01508 6.80000 0.5556128025 2.2882514000    0.555 -0.781  3.5396  4.074    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.59e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.722 7.552 8.850 6.479
0.0152 0.01508 6.80000 0.5828318000 2.3090898991    0.583 -0.746  3.5455  4.083    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.71e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.635 7.427 8.682 6.369
0.0152 0.01508 6.80000 0.6000000238 2.3211214542    0.600 -0.726  3.5487  4.089    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.78e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.585 7.357 8.588 6.307
0.0152 0.01508 6.80000 0.6200281978 2.3341932297    0.620 -0.701  3.5533  4.097    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.87e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.524 7.266 8.464 6.229
0.0152 0.01508 6.80000 0.6492447257 2.3516089916    0.649 -0.668  3.5593  4.107    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.99e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.439 7.143 8.298 6.122
0.0152 0.01508 6.80000 0.6499999762 2.3520355225    0.650 -0.667  3.5594  4.108    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -3e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.437 7.140 8.294 6.119
0.0152 0.01508 6.80000 0.6676264405 2.3616724014    0.668 -0.645  3.5635  4.114    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.09e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.383 7.059 8.184 6.050
0.0152 0.01508 6.80000 0.6983931661 2.3771607876    0.699 -0.608  3.5701  4.123    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.291 6.923 8.001 5.934
0.0152 0.01508 6.80000 0.7000000477 2.3779268265    0.700 -0.606  3.5705  4.123    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.26e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.286 6.916 7.992 5.928
0.0152 0.01508 6.80000 0.7500000000 2.3998889923    0.750 -0.464  3.6182  4.202    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -4e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.931 6.266 7.063 5.417
0.0152 0.01508 6.80000 0.7883077264 2.4145655632    0.788 -0.427  3.6230  4.206    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.23e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.838 6.148 6.922 5.312
0.0152 0.01508 6.80000 0.8000000119 2.4187245369    0.800 -0.417  3.6243  4.207    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.29e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.813 6.115 6.883 5.283
0.0152 0.01508 6.80000 0.8495833278 2.4349079132    0.849 -0.371  3.6303  4.211    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.61e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.697 5.966 6.705 5.151
0.0152 0.01508 6.80000 0.8500000238 2.4350347519    0.850 -0.370  3.6303  4.211    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.62e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.696 5.965 6.703 5.150
0.0152 0.01508 6.80000 0.9000000358 2.4492788315    0.899 -0.322  3.6364  4.212    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.01e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.575 5.813 6.523 5.015
0.0152 0.01508 6.80000 0.9493851662 2.4616672993    0.949 -0.276  3.6424  4.213    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.41e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.460 5.667 6.350 4.886
0.0152 0.01508 6.80000 0.9500000477 2.4618122578    0.950 -0.276  3.6425  4.213    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.42e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.459 5.665 6.348 4.884
0.0152 0.01508 6.80000 0.9859756827 2.4699318409    0.986 -0.242  3.6470  4.214    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.73e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.376 5.559 6.222 4.791
0.0152 0.01508 6.80000 1.0000000000 2.4729156494    1.000 -0.227  3.6488  4.213    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -5.9e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.339 5.512 6.167 4.749
0.0152 0.01508 6.80000 1.0499999523 2.4828116894    1.050 -0.180  3.6554  4.213    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.97e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.220 5.363 5.991 4.618
0.0152 0.01508 6.80000 1.0964188576 2.4910759926    1.096 -0.133  3.6620  4.210    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.05e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.101 5.214 5.817 4.487
0.0152 0.01508 6.80000 1.1000000238 2.4916803837    1.099 -0.129  3.6625  4.210    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.07e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.092 5.202 5.803 4.476
0.0152 0.01508 6.80000 1.1407972574 2.4982581139    1.140 -0.087  3.6685  4.208    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.11e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.988 5.074 5.653 4.364
0.0152 0.01508 6.80000 1.1499999762 2.4996678829    1.149 -0.077  3.6699  4.207    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.14e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.962 5.043 5.617 4.337
0.0152 0.01508 6.80000 1.2000000477 2.5068950653    1.200 -0.027  3.6772  4.205    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.14e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.838 4.891 5.440 4.204
0.0152 0.01508 6.80000 1.2500000000 2.5134611130    1.250  0.022  3.6844  4.203    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.08e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.716 4.745 5.271 4.076
0.0152 0.01508 6.80000 1.2760530710 2.5166490078    1.276  0.048  3.6882  4.201    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.650 4.667 5.181 4.007
0.0152 0.01508 6.80000 1.2985280752 2.5192811489    1.299  0.071  3.6916  4.199    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.97e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.592 4.599 5.103 3.947
0.0152 0.01508 6.80000 1.2999999523 2.5194499493    1.300  0.073  3.6919  4.198    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.98e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.588 4.594 5.097 3.943
0.0152 0.01508 6.80000 1.3500001431 2.5249314308    1.350  0.134  3.7002  4.187    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.95e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.435 4.418 4.897 3.787
0.0152 0.01508 6.80000 1.4000000954 2.5299651623    1.400  0.193  3.7083  4.176    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -5.8e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.287 4.250 4.707 3.638
0.0152 0.01508 6.80000 1.4497156143 2.5345764160    1.450  0.255  3.7165  4.163    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.56e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.133 4.077 4.513 3.483
0.0152 0.01508 6.80000 1.4500000477 2.5346016884    1.450  0.255  3.7166  4.162    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.56e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.132 4.076 4.512 3.482
0.0152 0.01508 6.80000 1.4863991737 2.5377523899    1.487  0.303  3.7227  4.150    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.27e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.013 3.944 4.365 3.364
0.0152 0.01508 6.80000 1.5000000000 2.5388846397    1.500  0.321  3.7251  4.145    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.19e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.967 3.894 4.309 3.319
0.0152 0.01508 6.80000 1.5035911798 2.5391795635    1.504  0.326  3.7257  4.144    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.14e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.955 3.881 4.295 3.307
0.0152 0.01508 6.80000 1.5499999523 2.5428512096    1.550  0.395  3.7340  4.121    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.65e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.782 3.694 4.088 3.139
0.0152 0.01508 6.80000 1.5656473637 2.5440328121    1.565  0.420  3.7369  4.113    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.35e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.721 3.629 4.016 3.079
0.0152 0.01508 6.80000 1.6000000238 2.5465342999    1.600  0.479  3.7435  4.089    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.84e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.572 3.471 3.843 2.936
0.0152 0.01508 6.80000 1.6245945692 2.5482504368    1.624  0.524  3.7483  4.070    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.06e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.460 3.354 3.715 2.829
0.0152 0.01508 6.80000 1.6500000954 2.5499615669    1.649  0.576  3.7537  4.046    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.48e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.330 3.218 3.566 2.706
0.0152 0.01508 6.80000 1.6587606668 2.5505378246    1.658  0.595  3.7555  4.037    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.14e-17      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.283 3.170 3.514 2.662
0.0152 0.01508 6.80000 1.6859751940 2.5522835255    1.685  0.658  3.7617  4.005    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.68e-26      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.124 3.006 3.334 2.512
0.0152 0.01508 6.80000 1.7000000477 2.5531582832    1.699  0.694  3.7650  3.987    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.036 2.915 3.236 2.430
0.0152 0.01508 6.80000 1.7051609755 2.5534758568    1.704  0.707  3.7663  3.980    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.003 2.882 3.200 2.399
0.0152 0.01508 6.80000 1.7283743620 2.5548779964    1.727  0.768  3.7722  3.948    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.850 2.725 3.030 2.256
0.0152 0.01508 6.80000 1.7500000000 2.5561456680    1.749  0.827  3.7779  3.918    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.704 2.576 2.867 2.121
0.0152 0.01508 6.80000 1.7744208574 2.5575346947    1.773  0.893  3.7849  3.886    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.538 2.408 2.684 1.970
0.0152 0.01508 6.80000 1.7998621464 2.5589356422    1.799  0.961  3.7928  3.855    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.368 2.236 2.496 1.817
0.0152 0.01508 6.80000 1.7999999523 2.5589430332    1.799  0.961  3.7928  3.855    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.367 2.235 2.495 1.816
0.0152 0.01508 6.80000 1.8221691847 2.5601270199    1.821  1.020  3.8006  3.833    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.221 2.087 2.331 1.688
0.0152 0.01508 6.80000 1.8447599411 2.5612998009    1.843  1.079  3.8100  3.816    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.072 1.939 2.164 1.563
0.0152 0.01508 6.80000 1.8500000238 2.5615673065    1.849  1.093  3.8124  3.813    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.038 1.904 2.125 1.535
0.0152 0.01508 6.80000 1.8535162210 2.5617456436    1.852  1.102  3.8140  3.811    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.014 1.881 2.099 1.515
0.0152 0.01508 6.80000 1.8708069324 2.5626118183    1.870  1.147  3.8236  3.809    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.901 1.768 1.968 1.425
0.0152 0.01508 6.80000 1.8843448162 2.5632772446    1.883  1.183  3.8330  3.814    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.813 1.680 1.865 1.360
0.0152 0.01508 6.80000 1.8958557844 2.5638344288    1.895  1.212  3.8427  3.826    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.740 1.608 1.777 1.311
0.0152 0.01508 6.80000 1.9000000954 2.5640332699    1.899  1.223  3.8467  3.833    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.713 1.583 1.746 1.296
0.0152 0.01508 6.80000 1.9119436741 2.5646004677    1.911  1.252  3.8586  3.853    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.639 1.513 1.657 1.254
0.0152 0.01508 6.80000 1.9252991676 2.5652251244    1.925  1.285  3.8725  3.880    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.559 1.440 1.563 1.216
0.0152 0.01508 6.80000 1.9387537241 2.5658442974    1.938  1.315  3.8867  3.909    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.483 1.374 1.477 1.186
0.0152 0.01508 6.80000 1.9500001669 2.5663545132    1.950  1.338  3.8982  3.935    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.426 1.329 1.415 1.171
0.0152 0.01508 6.80000 1.9523137808 2.5664584637    1.952  1.342  3.9006  3.941    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.414 1.320 1.403 1.168
0.0152 0.01508 6.80000 1.9671337605 2.5671186447    1.967  1.366  3.9149  3.978    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.355 1.282 1.346 1.166
0.0152 0.01508 6.80000 1.9800882339 2.5676863194    1.980  1.381  3.9262  4.011    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.318 1.267 1.316 1.177
0.0152 0.01508 6.80000 1.9896968603 2.5681021214    1.990  1.379  3.9316  4.036    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.321 1.282 1.325 1.203
0.0152 0.01508 6.80000 2.0000000000 2.5685424805    2.000  1.371  3.9354  4.062    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.344 1.314 1.353 1.242
0.0152 0.01508 6.80000 2.0119481087 2.5690469742    2.012  1.359  3.9396  4.093    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.372 1.354 1.388 1.289
0.0152 0.01508 6.80000 2.0275986195 2.5696973801    2.027  1.330  3.9407  4.130    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.444 1.430 1.464 1.366
0.0152 0.01508 6.80000 2.0402259827 2.5702137947    2.040  1.303  3.9395  4.155    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.514 1.497 1.533 1.430
0.0152 0.01508 6.80000 2.0499999523 2.5706083775    2.050  1.282  3.9380  4.171    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.564 1.544 1.582 1.473
0.0152 0.01508 6.80000 2.0526039600 2.5707128048    2.052  1.277  3.9375  4.175    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.578 1.557 1.595 1.485
0.0152 0.01508 6.80000 2.0658822060 2.5712406635    2.065  1.258  3.9359  4.190    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.624 1.600 1.640 1.524
0.0152 0.01508 6.80000 2.0882928371 2.5721139908    2.087  1.248  3.9356  4.204    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.650 1.625 1.666 1.548
0.0152 0.01508 6.80000 2.0999999046 2.5725615025    2.099  1.247  3.9359  4.209    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.654 1.630 1.670 1.553
0.0152 0.01508 6.80000 2.1007835865 2.5725913048    2.100  1.246  3.9360  4.210    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.654 1.630 1.671 1.554
0.0152 0.01508 6.80000 2.1362447739 2.5739119053    2.135  1.295  3.9468  4.212    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.533 1.539 1.568 1.484
0.0152 0.01508 6.80000 2.1500000954 2.5744106770    2.149  1.318  3.9525  4.214    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.475 1.497 1.521 1.453
0.0152 0.01508 6.80000 2.1693494320 2.5750999451    2.168  1.352  3.9608  4.217    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.390 1.441 1.457 1.410
0.0152 0.01508 6.80000 2.1996183395 2.5761504173    2.198  1.412  3.9773  4.229    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.240 1.355 1.358 1.348
0.0152 0.01508 6.80000 2.2000000477 2.5761635303    2.199  1.413  3.9775  4.230    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.238 1.354 1.357 1.347
0.0152 0.01508 6.80000 2.2054607868 2.5763492584    2.204  1.424  3.9809  4.232    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.209 1.339 1.339 1.336
0.0152 0.01508 6.80000 2.2268569469 2.5770676136    2.225  1.471  3.9956  4.249    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.092 1.287 1.277 1.301
0.0152 0.01508 6.80000 2.2449698448 2.5776634216    2.243  1.506  4.0076  4.266    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 1.006 1.256 1.239 1.282
0.0152 0.01508 6.80000 2.2500000000 2.5778269768    2.249  1.511  4.0102  4.271    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 0.992 1.254 1.235 1.282
0.0152 0.01508 6.80000 2.2631702423 2.5782508850    2.262  1.525  4.0164  4.285    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 0.958 1.250 1.228 1.284
0.0152 0.01508 6.80000 2.2963261604 2.5792939663    2.295  1.535  4.0260  4.320    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 0.932 1.271 1.243 1.313
0.0152 0.01508 6.80000 2.2999999523 2.5794074535    2.299  1.535  4.0267  4.323    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 0.932 1.274 1.246 1.317
0.0152 0.01508 6.80000 2.3111102581 2.5797479153    2.310  1.536  4.0292  4.334    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 0.929 1.284 1.254 1.328
0.0152 0.01508 6.80000 2.3518538475 2.5809652805    2.351  1.536  4.0328  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 0.930 1.303 1.271 1.350
0.0152 0.01508 6.80000 2.4000000954 2.5823426247    2.399  1.562  4.0380  4.360    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 0.865 1.264 1.230 1.315
